Ligas,Equipo,Nombre,Dorsal,Edad,Nacionalidades,Valor de mercado,concat_id,matched_name,score,full_name
Bundesliga 1,Borussia Monchengladbach,Nico Elvedi,30,27,Suiza,14000000,Bundesliga 1-Borussia Monchengladbach-Nico Elvedi,Bundesliga 1-Borussia Monchengladbach-Nico Elvedi,100,Bundesliga 1-Borussia Monchengladbach-Nico Elvedi
Bundesliga 1,Borussia Monchengladbach,Maximilian Wober,39,26,Austria,14000000,Bundesliga 1-Borussia Monchengladbach-Maximilian Wober,Bundesliga 1-Borussia Monchengladbach-Maximilian Wober,100,Bundesliga 1-Borussia Monchengladbach-Maximilian Wober
Bundesliga 1,Borussia Monchengladbach,Marvin Friedrich,5,28,Alemania,3500000,Bundesliga 1-Borussia Monchengladbach-Marvin Friedrich,Bundesliga 1-Borussia Monchengladbach-Marvin Friedrich,100,Bundesliga 1-Borussia Monchengladbach-Marvin Friedrich
Bundesliga 1,Borussia Monchengladbach,Fabio Chiarodia,2,18,"Italia, Alemania",2000000,Bundesliga 1-Borussia Monchengladbach-Fabio Chiarodia,Bundesliga 1-Borussia Monchengladbach-Fabio Christian Chiarodia,95,Bundesliga 1-Borussia Monchengladbach-Fabio Christian Chiarodia
Bundesliga 1,Borussia Monchengladbach,Tony Jantschke,24,33,Alemania,400000,Bundesliga 1-Borussia Monchengladbach-Tony Jantschke,Bundesliga 1-Borussia Monchengladbach-Tony Jantschke,100,Bundesliga 1-Borussia Monchengladbach-Tony Jantschke
Bundesliga 1,Borussia Monchengladbach,Luca Netz,20,20,Alemania,10000000,Bundesliga 1-Borussia Monchengladbach-Luca Netz,Bundesliga 1-Borussia Monchengladbach-Luca Netz,100,Bundesliga 1-Borussia Monchengladbach-Luca Netz
Bundesliga 1,Borussia Monchengladbach,Lukas Ullrich,26,19,Alemania,750000,Bundesliga 1-Borussia Monchengladbach-Lukas Ullrich,Bundesliga 1-Borussia Monchengladbach-Lukas Ullrich,100,Bundesliga 1-Borussia Monchengladbach-Lukas Ullrich
Bundesliga 1,Borussia Monchengladbach,Joe Scally,29,21,Estados Unidos,12000000,Bundesliga 1-Borussia Monchengladbach-Joe Scally,Bundesliga 1-Borussia Monchengladbach-Joseph Michael Scally,91,Bundesliga 1-Borussia Monchengladbach-Joseph Michael Scally
Bundesliga 1,Borussia Monchengladbach,Stefan Lainer,18,31,Austria,3000000,Bundesliga 1-Borussia Monchengladbach-Stefan Lainer,Bundesliga 1-Borussia Monchengladbach-Stefan Lainer,100,Bundesliga 1-Borussia Monchengladbach-Stefan Lainer
Bundesliga 1,Borussia Monchengladbach,Julian Weigl,8,28,Alemania,10000000,Bundesliga 1-Borussia Monchengladbach-Julian Weigl,Bundesliga 1-Borussia Monchengladbach-Julian Weigl,100,Bundesliga 1-Borussia Monchengladbach-Julian Weigl
Bundesliga 1,Borussia Monchengladbach,Christoph Kramer,23,33,Alemania,2000000,Bundesliga 1-Borussia Monchengladbach-Christoph Kramer,Bundesliga 1-Borussia Monchengladbach-Christoph Kramer,100,Bundesliga 1-Borussia Monchengladbach-Christoph Kramer
Bundesliga 1,Borussia Monchengladbach,Rocco Reitz,27,21,Alemania,10000000,Bundesliga 1-Borussia Monchengladbach-Rocco Reitz,Bundesliga 1-Borussia Monchengladbach-Rocco Reitz,100,Bundesliga 1-Borussia Monchengladbach-Rocco Reitz
Bundesliga 1,Borussia Monchengladbach,Florian Neuhaus,10,26,Alemania,9000000,Bundesliga 1-Borussia Monchengladbach-Florian Neuhaus,Bundesliga 1-Borussia Monchengladbach-Florian Christian Neuhaus,95,Bundesliga 1-Borussia Monchengladbach-Florian Christian Neuhaus
Bundesliga 1,Borussia Monchengladbach,Robin Hack,25,25,Alemania,3000000,Bundesliga 1-Borussia Monchengladbach-Robin Hack,Bundesliga 1-Borussia Monchengladbach-Robin Hack,100,Bundesliga 1-Borussia Monchengladbach-Robin Hack
Bundesliga 1,Borussia Monchengladbach,Franck Honorat,9,27,Francia,12000000,Bundesliga 1-Borussia Monchengladbach-Franck Honorat,Bundesliga 1-Borussia Monchengladbach-Franck Honorat,100,Bundesliga 1-Borussia Monchengladbach-Franck Honorat
Bundesliga 1,Borussia Monchengladbach,Nathan Ngoumou,19,23,"Francia, Camerun",5000000,Bundesliga 1-Borussia Monchengladbach-Nathan Ngoumou,Bundesliga 1-Borussia Monchengladbach-Nathan Ngoumou Minpole,95,Bundesliga 1-Borussia Monchengladbach-Nathan Ngoumou Minpole
Bundesliga 1,Borussia Monchengladbach,Patrick Herrmann,7,33,Alemania,1000000,Bundesliga 1-Borussia Monchengladbach-Patrick Herrmann,Bundesliga 1-Borussia Monchengladbach-Patrick Herrmann,100,Bundesliga 1-Borussia Monchengladbach-Patrick Herrmann
Bundesliga 1,Borussia Monchengladbach,Tomas Cvancara,31,23,Republica Checa,12000000,Bundesliga 1-Borussia Monchengladbach-Tomas Cvancara,Bundesliga 1-Borussia Monchengladbach-Tomas Cvancara,100,Bundesliga 1-Borussia Monchengladbach-Tomas Cvancara
Bundesliga 1,Borussia Monchengladbach,Alassane Plea,14,31,"Francia, Mali",8000000,Bundesliga 1-Borussia Monchengladbach-Alassane Plea,Bundesliga 1-Borussia Monchengladbach-Alassane Alexandre Plea,95,Bundesliga 1-Borussia Monchengladbach-Alassane Alexandre Plea
Bundesliga 1,Borussia Monchengladbach,Jordan,13,27,"Estados Unidos, Francia",6000000,Bundesliga 1-Borussia Monchengladbach-Jordan,Bundesliga 1-Borussia Monchengladbach-Theoson-Jordan Siebatcheu,95,Bundesliga 1-Borussia Monchengladbach-Theoson-Jordan Siebatcheu
Bundesliga 1,Borussia Monchengladbach,Grant-Leon Ranos,28,20,"Armenia, Alemania",1000000,Bundesliga 1-Borussia Monchengladbach-Grant-Leon Ranos,Bundesliga 1-Borussia Monchengladbach-Grant-Leon Ranos,100,Bundesliga 1-Borussia Monchengladbach-Grant-Leon Ranos
Bundesliga 1,Borussia Monchengladbach,Shio Fukuda,49,19,Japon,150000,Bundesliga 1-Borussia Monchengladbach-Shio Fukuda,Bundesliga 1-Borussia Monchengladbach-Shio Fukuda,100,Bundesliga 1-Borussia Monchengladbach-Shio Fukuda
Bundesliga 1,Vfl Bochum,Manuel Riemann,1,35,Alemania,800000,Bundesliga 1-Vfl Bochum-Manuel Riemann,Bundesliga 1-Vfl Bochum-Manuel Riemann-Lorenzen,95,Bundesliga 1-Vfl Bochum-Manuel Riemann-Lorenzen
Bundesliga 1,Vfl Bochum,Andreas Luthe,16,37,Alemania,300000,Bundesliga 1-Vfl Bochum-Andreas Luthe,Bundesliga 1-Vfl Bochum-Andreas Luthe,100,Bundesliga 1-Vfl Bochum-Andreas Luthe
Bundesliga 1,Vfl Bochum,Erhan Masovic,4,25,Serbia,8000000,Bundesliga 1-Vfl Bochum-Erhan Masovic,Bundesliga 1-Vfl Bochum-Erhan Masovic,100,Bundesliga 1-Vfl Bochum-Erhan Masovic
Bundesliga 1,Vfl Bochum,Bernardo,5,28,Brasil,4000000,Bundesliga 1-Vfl Bochum-Bernardo,Bundesliga 1-Vfl Bochum-Bernardo Fernandes da Silva Junior,90,Bundesliga 1-Vfl Bochum-Bernardo Fernandes da Silva Junior
Bundesliga 1,Vfl Bochum,Keven Schlotterbeck,31,26,Alemania,3500000,Bundesliga 1-Vfl Bochum-Keven Schlotterbeck,Bundesliga 1-Vfl Bochum-Keven Matteo Schlotterbeck,95,Bundesliga 1-Vfl Bochum-Keven Matteo Schlotterbeck
Bundesliga 1,Vfl Bochum,Ivan Ordets,20,31,Ucrania,3000000,Bundesliga 1-Vfl Bochum-Ivan Ordets,Bundesliga 1-Vfl Bochum-Ivan Ordets,100,Bundesliga 1-Vfl Bochum-Ivan Ordets
Bundesliga 1,Vfl Bochum,Tim Oermann,14,20,Alemania,800000,Bundesliga 1-Vfl Bochum-Tim Oermann,Bundesliga 1-Vfl Bochum-Tim Oermann,100,Bundesliga 1-Vfl Bochum-Tim Oermann
Bundesliga 1,Vfl Bochum,Noah Loosli,41,27,Suiza,800000,Bundesliga 1-Vfl Bochum-Noah Loosli,Bundesliga 1-Vfl Bochum-Noah Loosli,100,Bundesliga 1-Vfl Bochum-Noah Loosli
Bundesliga 1,Vfl Bochum,Maximilian Wittek,32,28,Alemania,2000000,Bundesliga 1-Vfl Bochum-Maximilian Wittek,Bundesliga 1-Vfl Bochum-Maximilian Wittek,100,Bundesliga 1-Vfl Bochum-Maximilian Wittek
Bundesliga 1,Vfl Bochum,Danilo Soares,3,32,"Brasil, Alemania",1000000,Bundesliga 1-Vfl Bochum-Danilo Soares,Bundesliga 1-Vfl Bochum-Danilo Teodoro Soares,95,Bundesliga 1-Vfl Bochum-Danilo Teodoro Soares
Bundesliga 1,Vfl Bochum,Felix Passlack,15,25,Alemania,1500000,Bundesliga 1-Vfl Bochum-Felix Passlack,Bundesliga 1-Vfl Bochum-Felix Passlack,100,Bundesliga 1-Vfl Bochum-Felix Passlack
Bundesliga 1,Vfl Bochum,Cristian Gamboa,2,34,Costa Rica,600000,Bundesliga 1-Vfl Bochum-Cristian Gamboa,Bundesliga 1-Vfl Bochum-Cristian Esteban Gamboa Luna,95,Bundesliga 1-Vfl Bochum-Cristian Esteban Gamboa Luna
Bundesliga 1,Vfl Bochum,Anthony Losilla,8,38,Francia,500000,Bundesliga 1-Vfl Bochum-Anthony Losilla,Bundesliga 1-Vfl Bochum-Anthony Losilla,100,Bundesliga 1-Vfl Bochum-Anthony Losilla
Bundesliga 1,Vfl Bochum,Patrick Osterhage,6,24,Alemania,5500000,Bundesliga 1-Vfl Bochum-Patrick Osterhage,Bundesliga 1-Vfl Bochum-Patrick Osterhage,100,Bundesliga 1-Vfl Bochum-Patrick Osterhage
Bundesliga 1,Vfl Bochum,Matus Bero,19,28,Eslovaquia,3500000,Bundesliga 1-Vfl Bochum-Matus Bero,Bundesliga 1-Vfl Bochum-Matus Bero,100,Bundesliga 1-Vfl Bochum-Matus Bero
Bundesliga 1,Vfl Bochum,Kevin Stoger,7,30,Austria,3000000,Bundesliga 1-Vfl Bochum-Kevin Stoger,Bundesliga 1-Vfl Bochum-Kevin Stoger,100,Bundesliga 1-Vfl Bochum-Kevin Stoger
Bundesliga 1,Vfl Bochum,Philipp Forster,10,29,Alemania,2500000,Bundesliga 1-Vfl Bochum-Philipp Forster,Bundesliga 1-Vfl Bochum-Philipp Forster,100,Bundesliga 1-Vfl Bochum-Philipp Forster
Bundesliga 1,Vfl Bochum,Lukas Daschner,13,25,Alemania,1500000,Bundesliga 1-Vfl Bochum-Lukas Daschner,Bundesliga 1-Vfl Bochum-Lukas Stephan Horst Daschner,95,Bundesliga 1-Vfl Bochum-Lukas Stephan Horst Daschner
Bundesliga 1,Vfl Bochum,Moritz-Broni Kwarteng,27,25,"Alemania, Ghana",1500000,Bundesliga 1-Vfl Bochum-Moritz-Broni Kwarteng,Bundesliga 1-Vfl Bochum-Moritz-Broni Kwarteng,100,Bundesliga 1-Vfl Bochum-Moritz-Broni Kwarteng
Bundesliga 1,Vfl Bochum,Christopher Antwi-Adjei,22,30,"Ghana, Alemania",2200000,Bundesliga 1-Vfl Bochum-Christopher Antwi-Adjei,Bundesliga 1-Vfl Bochum-Christopher Antwi-Adjei,100,Bundesliga 1-Vfl Bochum-Christopher Antwi-Adjei
Bundesliga 1,Vfl Bochum,Takuma Asano,11,29,Japon,4000000,Bundesliga 1-Vfl Bochum-Takuma Asano,Bundesliga 1-Vfl Bochum-Takuma Asano,100,Bundesliga 1-Vfl Bochum-Takuma Asano
Bundesliga 1,Vfl Bochum,Philipp Hofmann,33,30,Alemania,2500000,Bundesliga 1-Vfl Bochum-Philipp Hofmann,Bundesliga 1-Vfl Bochum-Philipp Hofmann,100,Bundesliga 1-Vfl Bochum-Philipp Hofmann
Bundesliga 1,Vfl Bochum,Goncalo Paciencia,9,29,Portugal,1700000,Bundesliga 1-Vfl Bochum-Goncalo Paciencia,Bundesliga 1-Vfl Bochum-Goncalo Mendes Paciencia,95,Bundesliga 1-Vfl Bochum-Goncalo Mendes Paciencia
Bundesliga 1,Vfl Bochum,Moritz Broschinski,29,23,Alemania,1000000,Bundesliga 1-Vfl Bochum-Moritz Broschinski,Bundesliga 1-Vfl Bochum-Moritz Broschinski,100,Bundesliga 1-Vfl Bochum-Moritz Broschinski
Bundesliga 1,FSV Mainz 05,Robin Zentner,27,29,Alemania,5000000,Bundesliga 1-FSV Mainz 05-Robin Zentner,Bundesliga 1-FSV Mainz 05-Robin Zentner,100,Bundesliga 1-FSV Mainz 05-Robin Zentner
Bundesliga 1,FSV Mainz 05,Daniel Batz,33,33,Alemania,350000,Bundesliga 1-FSV Mainz 05-Daniel Batz,Bundesliga 1-FSV Mainz 05-Daniel Batz,100,Bundesliga 1-FSV Mainz 05-Daniel Batz
Bundesliga 1,FSV Mainz 05,Andreas Hanche-Olsen,25,27,Noruega,7500000,Bundesliga 1-FSV Mainz 05-Andreas Hanche-Olsen,Bundesliga 1-FSV Mainz 05-Andreas Schjolberg Hanche-Olsen,95,Bundesliga 1-FSV Mainz 05-Andreas Schjolberg Hanche-Olsen
Bundesliga 1,FSV Mainz 05,Edimilson Fernandes,20,27,"Suiza, Portugal",5500000,Bundesliga 1-FSV Mainz 05-Edimilson Fernandes,Bundesliga 1-FSV Mainz 05-Edimilson Fernandes Ribeiro,95,Bundesliga 1-FSV Mainz 05-Edimilson Fernandes Ribeiro
Bundesliga 1,FSV Mainz 05,Sepp van den Berg,3,22,Paises Bajos,5000000,Bundesliga 1-FSV Mainz 05-Sepp van den Berg,Bundesliga 1-FSV Mainz 05-Sepp van den Berg,100,Bundesliga 1-FSV Mainz 05-Sepp van den Berg
Bundesliga 1,FSV Mainz 05,Maxim Leitsch,5,25,Alemania,2000000,Bundesliga 1-FSV Mainz 05-Maxim Leitsch,Bundesliga 1-FSV Mainz 05-Maxim Leitsch,100,Bundesliga 1-FSV Mainz 05-Maxim Leitsch
Bundesliga 1,FSV Mainz 05,Stefan Bell,16,32,Alemania,1000000,Bundesliga 1-FSV Mainz 05-Stefan Bell,Bundesliga 1-FSV Mainz 05-Stefan Bell,100,Bundesliga 1-FSV Mainz 05-Stefan Bell
Bundesliga 1,FSV Mainz 05,Anthony Caci,19,26,Francia,7000000,Bundesliga 1-FSV Mainz 05-Anthony Caci,Bundesliga 1-FSV Mainz 05-Anthony Caci,100,Bundesliga 1-FSV Mainz 05-Anthony Caci
Bundesliga 1,FSV Mainz 05,Silvan Widmer,30,31,Suiza,3500000,Bundesliga 1-FSV Mainz 05-Silvan Widmer,Bundesliga 1-FSV Mainz 05-Silvan Dominic Widmer,95,Bundesliga 1-FSV Mainz 05-Silvan Dominic Widmer
Bundesliga 1,FSV Mainz 05,Phillipp Mwene,2,30,"Austria, Kenia",1500000,Bundesliga 1-FSV Mainz 05-Phillipp Mwene,Bundesliga 1-FSV Mainz 05-Phillipp Mwene,100,Bundesliga 1-FSV Mainz 05-Phillipp Mwene
Bundesliga 1,FSV Mainz 05,Danny da Costa,21,30,"Alemania, Angola",1500000,Bundesliga 1-FSV Mainz 05-Danny da Costa,Bundesliga 1-FSV Mainz 05-Danny Vieira da Costa,95,Bundesliga 1-FSV Mainz 05-Danny Vieira da Costa
Bundesliga 1,FSV Mainz 05,Dominik Kohr,31,30,Alemania,3500000,Bundesliga 1-FSV Mainz 05-Dominik Kohr,Bundesliga 1-FSV Mainz 05-Dominik Kohr,100,Bundesliga 1-FSV Mainz 05-Dominik Kohr
Bundesliga 1,FSV Mainz 05,Josuha Guilavogui,23,33,"Francia, Guinea",1000000,Bundesliga 1-FSV Mainz 05-Josuha Guilavogui,Bundesliga 1-FSV Mainz 05-Josuha Jeremy Akoi Fara Guilavogui,95,Bundesliga 1-FSV Mainz 05-Josuha Jeremy Akoi Fara Guilavogui
Bundesliga 1,FSV Mainz 05,Leandro Barreiro,8,24,"Luxemburgo, Portugal",14000000,Bundesliga 1-FSV Mainz 05-Leandro Barreiro,Bundesliga 1-FSV Mainz 05-Leandro Barreiro Martins,95,Bundesliga 1-FSV Mainz 05-Leandro Barreiro Martins
Bundesliga 1,FSV Mainz 05,Tom Krauss,14,22,Alemania,5500000,Bundesliga 1-FSV Mainz 05-Tom Krauss,Bundesliga 1-FSV Mainz 05-Tom Krauss,100,Bundesliga 1-FSV Mainz 05-Tom Krauss
Bundesliga 1,FSV Mainz 05,Nadiem Amiri,18,27,"Alemania, Afganistan",4000000,Bundesliga 1-FSV Mainz 05-Nadiem Amiri,Bundesliga 1-FSV Mainz 05-Nadiem Amiri,100,Bundesliga 1-FSV Mainz 05-Nadiem Amiri
Bundesliga 1,FSV Mainz 05,Merveille Papela,24,23,Alemania,1000000,Bundesliga 1-FSV Mainz 05-Merveille Papela,Bundesliga 1-FSV Mainz 05-Matondo-Merveille Papela,95,Bundesliga 1-FSV Mainz 05-Matondo-Merveille Papela
Bundesliga 1,FSV Mainz 05,Marco Richter,10,26,Alemania,3500000,Bundesliga 1-FSV Mainz 05-Marco Richter,Bundesliga 1-FSV Mainz 05-Marco Richter,100,Bundesliga 1-FSV Mainz 05-Marco Richter
Bundesliga 1,FSV Mainz 05,Jae-sung Lee,7,31,Corea del Sur,3000000,Bundesliga 1-FSV Mainz 05-Jae-sung Lee,Bundesliga 1-FSV Mainz 05-Jae-Sung Lee,100,Bundesliga 1-FSV Mainz 05-Jae-Sung Lee
Bundesliga 1,FSV Mainz 05,Brajan Gruda,43,19,"Alemania, Albania",9000000,Bundesliga 1-FSV Mainz 05-Brajan Gruda,Bundesliga 1-FSV Mainz 05-Brajan Gruda,100,Bundesliga 1-FSV Mainz 05-Brajan Gruda
Bundesliga 1,FSV Mainz 05,David Mamutovic,45,23,"Alemania, Serbia",300000,Bundesliga 1-FSV Mainz 05-David Mamutovic,Bundesliga 1-FSV Mainz 05-David Mamutovic,100,Bundesliga 1-FSV Mainz 05-David Mamutovic
Bundesliga 1,FSV Mainz 05,Ludovic Ajorque,17,30,"Francia, Reunion",7000000,Bundesliga 1-FSV Mainz 05-Ludovic Ajorque,Bundesliga 1-FSV Mainz 05-Ludovic Ajorque,100,Bundesliga 1-FSV Mainz 05-Ludovic Ajorque
Bundesliga 1,FSV Mainz 05,Jonathan Burkardt,29,23,Alemania,7000000,Bundesliga 1-FSV Mainz 05-Jonathan Burkardt,Bundesliga 1-FSV Mainz 05-Jonathan Michael Burkardt,95,Bundesliga 1-FSV Mainz 05-Jonathan Michael Burkardt
Bundesliga 1,FSV Mainz 05,Nelson Weiper,44,18,"Alemania, Albania",5000000,Bundesliga 1-FSV Mainz 05-Nelson Weiper,Bundesliga 1-FSV Mainz 05-Nelson Felix Patrick Weiper,95,Bundesliga 1-FSV Mainz 05-Nelson Felix Patrick Weiper
Bundesliga 1,FSV Mainz 05,Jessic Ngankam,11,23,"Alemania, Camerun",3000000,Bundesliga 1-FSV Mainz 05-Jessic Ngankam,Bundesliga 1-FSV Mainz 05-Ngankam Jessic Gaitan Ngankam,95,Bundesliga 1-FSV Mainz 05-Ngankam Jessic Gaitan Ngankam
Bundesliga 1,FSV Mainz 05,Karim Onisiwo,9,31,Austria,2800000,Bundesliga 1-FSV Mainz 05-Karim Onisiwo,Bundesliga 1-FSV Mainz 05-Karim Onisiwo,100,Bundesliga 1-FSV Mainz 05-Karim Onisiwo
Bundesliga 1,VfL Wolfsburg,Koen Casteels,1,31,Belgica,8000000,Bundesliga 1-VfL Wolfsburg-Koen Casteels,Bundesliga 1-VfL Wolfsburg-Koen Casteels,100,Bundesliga 1-VfL Wolfsburg-Koen Casteels
Bundesliga 1,VfL Wolfsburg,Pavao Pervan,12,36,Austria,400000,Bundesliga 1-VfL Wolfsburg-Pavao Pervan,Bundesliga 1-VfL Wolfsburg-Pavao Pervan,100,Bundesliga 1-VfL Wolfsburg-Pavao Pervan
Bundesliga 1,VfL Wolfsburg,Maxence Lacroix,4,23,"Francia, Guadalupe",20000000,Bundesliga 1-VfL Wolfsburg-Maxence Lacroix,Bundesliga 1-VfL Wolfsburg-Maxence Guy Lacroix,95,Bundesliga 1-VfL Wolfsburg-Maxence Guy Lacroix
Bundesliga 1,VfL Wolfsburg,Cedric Zesiger,5,25,Suiza,7500000,Bundesliga 1-VfL Wolfsburg-Cedric Zesiger,Bundesliga 1-VfL Wolfsburg-Cedric Adrian Zesiger,95,Bundesliga 1-VfL Wolfsburg-Cedric Adrian Zesiger
Bundesliga 1,VfL Wolfsburg,Moritz Jenz,25,24,Alemania,7500000,Bundesliga 1-VfL Wolfsburg-Moritz Jenz,Bundesliga 1-VfL Wolfsburg-Moritz Jenz,100,Bundesliga 1-VfL Wolfsburg-Moritz Jenz
Bundesliga 1,VfL Wolfsburg,Sebastiaan Bornauw,3,24,Belgica,7000000,Bundesliga 1-VfL Wolfsburg-Sebastiaan Bornauw,Bundesliga 1-VfL Wolfsburg-Sebastiaan Bornauw,100,Bundesliga 1-VfL Wolfsburg-Sebastiaan Bornauw
Bundesliga 1,VfL Wolfsburg,Rogerio,13,26,"Brasil, Italia",7500000,Bundesliga 1-VfL Wolfsburg-Rogerio,Bundesliga 1-VfL Wolfsburg-Rogerio Oliveira da Silva,90,Bundesliga 1-VfL Wolfsburg-Rogerio Oliveira da Silva
Bundesliga 1,VfL Wolfsburg,Joakim Maehle,21,26,Dinamarca,14000000,Bundesliga 1-VfL Wolfsburg-Joakim Maehle,Bundesliga 1-VfL Wolfsburg-Joakim Maehle Pedersen,95,Bundesliga 1-VfL Wolfsburg-Joakim Maehle Pedersen
Bundesliga 1,VfL Wolfsburg,Ridle Baku,20,25,"Alemania, RD del Congo",10000000,Bundesliga 1-VfL Wolfsburg-Ridle Baku,Bundesliga 1-VfL Wolfsburg-Bote Ridle Nzuzi Baku,95,Bundesliga 1-VfL Wolfsburg-Bote Ridle Nzuzi Baku
Bundesliga 1,VfL Wolfsburg,Kilian Fischer,2,23,Alemania,1500000,Bundesliga 1-VfL Wolfsburg-Kilian Fischer,Bundesliga 1-VfL Wolfsburg-Kilian Fischer,100,Bundesliga 1-VfL Wolfsburg-Kilian Fischer
Bundesliga 1,VfL Wolfsburg,Mattias Svanberg,32,25,Suecia,18000000,Bundesliga 1-VfL Wolfsburg-Mattias Svanberg,Bundesliga 1-VfL Wolfsburg-Mattias Olof Svanberg,95,Bundesliga 1-VfL Wolfsburg-Mattias Olof Svanberg
Bundesliga 1,VfL Wolfsburg,Aster Vranckx,6,21,"Belgica, RD del Congo",12000000,Bundesliga 1-VfL Wolfsburg-Aster Vranckx,Bundesliga 1-VfL Wolfsburg-Aster Jan Vranckx,95,Bundesliga 1-VfL Wolfsburg-Aster Jan Vranckx
Bundesliga 1,VfL Wolfsburg,Maximilian Arnold,27,29,Alemania,10000000,Bundesliga 1-VfL Wolfsburg-Maximilian Arnold,Bundesliga 1-VfL Wolfsburg-Maximilian Arnold,100,Bundesliga 1-VfL Wolfsburg-Maximilian Arnold
Bundesliga 1,VfL Wolfsburg,Yannick Gerhardt,31,30,Alemania,5000000,Bundesliga 1-VfL Wolfsburg-Yannick Gerhardt,Bundesliga 1-VfL Wolfsburg-Yannick Gerhardt,100,Bundesliga 1-VfL Wolfsburg-Yannick Gerhardt
Bundesliga 1,VfL Wolfsburg,Kevin Paredes,40,20,"Estados Unidos, Republica Dominicana",5000000,Bundesliga 1-VfL Wolfsburg-Kevin Paredes,Bundesliga 1-VfL Wolfsburg-Kevin Alexander Paredes,95,Bundesliga 1-VfL Wolfsburg-Kevin Alexander Paredes
Bundesliga 1,VfL Wolfsburg,Lovro Majer,19,26,Croacia,25000000,Bundesliga 1-VfL Wolfsburg-Lovro Majer,Bundesliga 1-VfL Wolfsburg-Lovro Majer,100,Bundesliga 1-VfL Wolfsburg-Lovro Majer
Bundesliga 1,VfL Wolfsburg,Jakub Kaminski,16,21,Polonia,10000000,Bundesliga 1-VfL Wolfsburg-Jakub Kaminski,Bundesliga 1-VfL Wolfsburg-Jakub Piotr Kaminski,95,Bundesliga 1-VfL Wolfsburg-Jakub Piotr Kaminski
Bundesliga 1,VfL Wolfsburg,Patrick Wimmer,39,22,Austria,18000000,Bundesliga 1-VfL Wolfsburg-Patrick Wimmer,Bundesliga 1-VfL Wolfsburg-Patrick Wimmer,100,Bundesliga 1-VfL Wolfsburg-Patrick Wimmer
Bundesliga 1,VfL Wolfsburg,Vaclav Cerny,7,26,Republica Checa,8000000,Bundesliga 1-VfL Wolfsburg-Vaclav Cerny,Bundesliga 1-VfL Wolfsburg-Vaclav Cerny,100,Bundesliga 1-VfL Wolfsburg-Vaclav Cerny
Bundesliga 1,VfL Wolfsburg,Jonas Wind,23,25,Dinamarca,25000000,Bundesliga 1-VfL Wolfsburg-Jonas Wind,Bundesliga 1-VfL Wolfsburg-Jonas Older Wind,95,Bundesliga 1-VfL Wolfsburg-Jonas Older Wind
Bundesliga 1,VfL Wolfsburg,Lukas Nmecha,10,25,"Alemania, Inglaterra",9000000,Bundesliga 1-VfL Wolfsburg-Lukas Nmecha,Bundesliga 1-VfL Wolfsburg-Lukas Okechukwu Nmecha,95,Bundesliga 1-VfL Wolfsburg-Lukas Okechukwu Nmecha
Bundesliga 1,VfL Wolfsburg,Tiago Tomas,11,21,Portugal,8000000,Bundesliga 1-VfL Wolfsburg-Tiago Tomas,Bundesliga 1-VfL Wolfsburg-Tiago Barreiros de Melo Tomas,95,Bundesliga 1-VfL Wolfsburg-Tiago Barreiros de Melo Tomas
Bundesliga 1,VfL Wolfsburg,Amin Sarr,9,23,"Suecia, Senegal",4000000,Bundesliga 1-VfL Wolfsburg-Amin Sarr,Bundesliga 1-VfL Wolfsburg-Amin Sarr,100,Bundesliga 1-VfL Wolfsburg-Amin Sarr
Bundesliga 1,VfL Wolfsburg,Kevin Behrens,17,33,Alemania,4000000,Bundesliga 1-VfL Wolfsburg-Kevin Behrens,Bundesliga 1-VfL Wolfsburg-Kevin Behrens,100,Bundesliga 1-VfL Wolfsburg-Kevin Behrens
Bundesliga 1,VfL Wolfsburg,Dzenan Pejcinovic,18,19,"Alemania, Montenegro",1000000,Bundesliga 1-VfL Wolfsburg-Dzenan Pejcinovic,Bundesliga 1-VfL Wolfsburg-Dzenan Pejcinovic,100,Bundesliga 1-VfL Wolfsburg-Dzenan Pejcinovic
Bundesliga 1,Werder Bremen,Jiri Pavlenka,1,31,Republica Checa,2000000,Bundesliga 1-Werder Bremen-Jiri Pavlenka,Bundesliga 1-Werder Bremen-Jiri Pavlenka,100,Bundesliga 1-Werder Bremen-Jiri Pavlenka
Bundesliga 1,Werder Bremen,Michael Zetterer,30,28,Alemania,1000000,Bundesliga 1-Werder Bremen-Michael Zetterer,Bundesliga 1-Werder Bremen-Michael Zetterer,100,Bundesliga 1-Werder Bremen-Michael Zetterer
Bundesliga 1,Werder Bremen,Niklas Stark,4,28,Alemania,5500000,Bundesliga 1-Werder Bremen-Niklas Stark,Bundesliga 1-Werder Bremen-Niklas Stark,100,Bundesliga 1-Werder Bremen-Niklas Stark
Bundesliga 1,Werder Bremen,Marco Friedl,32,25,Austria,5500000,Bundesliga 1-Werder Bremen-Marco Friedl,Bundesliga 1-Werder Bremen-Marco Friedl,100,Bundesliga 1-Werder Bremen-Marco Friedl
Bundesliga 1,Werder Bremen,Amos Pieper,5,26,Alemania,5000000,Bundesliga 1-Werder Bremen-Amos Pieper,Bundesliga 1-Werder Bremen-Amos Pieper,100,Bundesliga 1-Werder Bremen-Amos Pieper
Bundesliga 1,Werder Bremen,Milos Veljkovic,13,28,"Serbia, Suiza",4500000,Bundesliga 1-Werder Bremen-Milos Veljkovic,Bundesliga 1-Werder Bremen-Milos Veljkovic,100,Bundesliga 1-Werder Bremen-Milos Veljkovic
